"mes","nombre","ap_paterno","ap_materno","sexo","curp","rango","rfc","actividad","division","grupo","mod","sal"
1,"MARIA","VELASCO","TINOCO",2,"MOGB072613MDFNAL11","E12","OPI032206KN7",2118,8,83,10,1470.577572
1,"ALBERTO","DOMINGUEZ","ROJO",2,"BAMM072641HMCUNA11","E9","PCA021626B06",8310,4,41,10,1881.94518
1,"JUAN","SALAZAR","GARCIA",2,"HRIA670222MDFAND19","E10","AFC271202SW2",8316,8,80,10,1762.129012
1,"YESENIA","HERNANDEZ","MARTINEZ",2,"PIMF062617MDFNAA16","E9","MLR072626KG0",8313,8,83,10,1562.314872
1,"ALONSO","REYGADAS","PACHECO",2,"HRAG062606HBSAAS17","E4","RCC622727ST1",8313,9,89,10,391.43574
1,"ZARETH","ORTIZ","GALINDO",1,"VAHA080226HDFLAL20","E5","CAB020217SM6",8310,8,83,10,674.9431659
1,"MANUEL","SALAZAR","SANGIACOMO",1,"ORCD720016HTSLAV10","E7","BKU002627DD0",8011,8,83,10,589.3452117
1,"ALFONSO","ANDRADE","NEPOMUCENO",1,"GOJD622023HMCNMM16","E6","IMS320260I36",8310,8,93,10,985.6949151
1,"YOSELIN","SAINZ","OZ",1,"TOCL762021HDFAAS17","E4","KAA702009CT0",9212,9,83,10,1668.609781
1,"LEONARDO","SALMORAN","HERNANDEZ",1,"PAVI760200HDFCAN14","E3","IMS320260I36",6014,9,60,10,984.2644598
1,"JERMIYEHT","RIOS","VELAZQUEZ",2,"MICM600026HDFGAA10","E4","OSA062727ALA",8310,6,80,10,1035.806351
1,"ANGEL","PEREZ","ROJAS",1,"COGA070203MDFNAN20","E6","ORM722602B67",8310,8,83,10,1791.121797
1,"YOVANI","VELAZQUEZ","SALCEDO",1,"NACJ072761HDFVAL17","E5","SAC2616067X0",8310,7,30,10,296.320558
1,"JESUS","ESCARCEGA","SUAREZ",2,"MRRL722202HCSNSS16","E4","SAR211626277",4901,6,30,10,429.4503758
1,"FEDERICO","MEJIA","TORRES",1,"SIRB730026MDFMNA21","E4","SFC762716AF6",8310,6,89,10,1562.601961
1,"LETICIA","BARRERA","SIDA",1,"AIAJ772600MMCALN11","E9","AFA060006A62",8314,8,76,10,451.6408499
1,"GERARDO","HERNANDEZ","SANTACRUZ",1,"SOSA721616HDFASD11","E4","IMS320260I36",6219,4,44,10,326.2767033
1,"ADRIANA","RAMOS","MORALES",1,"FRVP760006MDFALT26","E6","RNR260206UY0",8613,8,76,10,1138.585593
1,"ALEJANDRO","ARREOLA","MOYA",1,"VACL660006HDFLAP23","E5","GCA772626267",8310,6,80,10,1816.608773
1,"ENRIQUE","PEREZ","ORTIZ",1,"LRVG732022MDFDLB16","E5","TSR060206GW0",2118,8,68,10,560.3739718
1,"MARGARITA","MARQUEZ","VALDEZ",2,"JALA760026MMCMPL11","E5","PAL261740327",6700,6,76,10,622.1822677
1,"MIRIAM","GARCIA","LARA",2,"AIOB670223HMCAAN10","E8","APA200210SC6",8310,8,66,10,2079.295425
1,"DANIEL","SITIO","MALDONADO",1,"MOLT770220HMCAPM26","E8","TTB231706CY9",8710,4,80,10,1084.580592
1,"JESUS","ARENAS","BADILLO",2,"ORAA732717HMCALC12","E10","SCI201716MAA",8914,9,83,10,1945.518825
1,"PAULINA","LOPEZ","MAIGRE",1,"ARDA762603MDFYML16","E5","SAD020207672",8211,6,64,10,2219.367126
1,"FRANCISCO","AGUIRRE","GONZALEZ",1,"VAFF722626MDFUAL14","E5","HTG261617AJ6",8310,7,70,10,118.9621676
1,"MIGUEL","AGUSTIN","LOPEZ",2,"AIGA062618HCLSAB10","E4","SCR721723PA2",2118,9,83,10,1919.246216
1,"ALEJANDRO","ZAMUDIO","YONEMOTO",1,"AOAR702316HDFDLM10","E4","RCR0602036H0",8310,8,46,10,921.0162271
1,"GRISEL","CONTRERAS","HEREDIA",1,"IUUK762623MSLNVM16","E5","HLI762317JU6",9314,3,87,10,1342.287961
1,"MARIXA","GOMEZ","HERRERA",2,"AATM721617HMCLAG10","E4","UMX072320A38",8310,7,63,10,359.04705
1,"RAFAEL","MALDONADO","RANGEL",1,"GUCR621016MNLTSS17","E12","BIM200010DJ6",8710,8,69,10,1015.056087
1,"PAULINA","LOPEZ","ROMERO",2,"DOVM700006HDFMUA26","E3","CCO072726LW6",8310,3,21,10,1963.849459
1,"BERENICE","IBARRA","ESPINOSA",2,"UIPA792326HCLACN16","E6","CBM0702617A4",6616,8,70,10,2026.124182
1,"OSVALDO","NARVAEZ","CASTA",1,"IUMJ721616MMCTND13","E6","PGA760222PB3",9410,3,83,10,1834.282175
1,"LIZBETH","HERNANDEZ","CERVANTES",2,"FIAC700216MMCGYN16","E4","NAU072306RV2",3012,4,62,10,1368.883502
1,"ARTURO","LOPEZ","ALONSO",1,"GUGP722602MDFTAL13","E4","ISS7900006U2",8310,8,90,10,152.9255668
1,"PEDRO","CARCAMO","MARQUEZ",2,"CACP732026MDFANT18","E7","CSR271002TA2",7012,7,83,10,140.6326697
1,"FRANCISCO","TORRES","GRANADA",1,"VINM662600HCHLVA10","E6","MIN702626CFA",8310,6,92,10,154.8923878
1,"CARLOS","MEDIANO","HIDALGO",2,"ARCJ602617HQTSHS10","E5","ASO070228IU7",8710,9,83,10,1476.016333
1,"ISAAC","FLORES","RUBIO",1,"MARM082813HUSASA18","E6","HRA062326QG6",9310,6,83,10,1479.487948
1,"DARIO","RAMIREZ","HERNANDEZ",2,"GACM792026MTCAAA16","E5","ACL0626107W6",8313,8,67,10,814.7558071
1,"HELEN","FRAGA","REYES",1,"GALL722061MDFNCB18","E9","MIN702626CFA",8310,8,76,10,217.9356133
1,"ALBERTO","FERNANDEZ","LUNA",2,"UALV702702HDFANC17","E6","IMS320260I36",8310,9,67,10,1452.153888
1,"CARMEN","HERNANDEZ","SALGADO",2,"MAMF060222MDFAAA17","E11","CAL6627070U1",6914,8,83,10,1925.827202
1,"IRMA","FUENTES","OZ",2,"HRMS732222HDFAAA10","E5","CIF030200C63",8310,8,64,10,1105.650726
1,"CATALINA","ALCANTARA","GODOS",1,"MXMR022206MDFANL18","E4","SOS0727229HA",8916,6,74,10,1481.952301
1,"ROXANA","ROMERO","ESPARZA",1,"JUAR600202MMCAVA10","E3","LGA662001UU8",6914,6,61,10,2036.562211
1,"MICHELLE","ZAVALA",NA,2,"FOLF700226HHGLUD12","E4","RST062628K60",6218,6,93,10,1105.86187
1,"SOFIA","DIAZ","AYALA",1,"GAAL762326MDFTBL10","E8","ADI030216QJ3",9410,8,63,10,1207.030955
1,"ANTONIO","MENENDEZ","ORNELAS",1,"NACF762003HTSVAA16","E3","RRU762210209",6200,4,62,10,1951.382952
1,"LAURA","DARIO","VAZQUEZ",1,"BAAI762724MDFLDT10","E8","HSP261717RA2",7612,8,89,10,878.0153888
1,"MAURICIO","GALICIA","SALDA",2,"OUGF032726HMCLLA17","E7","CAM261729TX0",8310,4,93,10,1960.184926
1,"GABRIEL","SANCHEZ","PALMA",2,"GUHD060260MDFTNA26","E5","TPR0627237F6",8310,8,88,10,1789.888894
1,"ESTEFANIA","MARTINEZ","PABLO",2,"MASA772026MDFATN13","E3","SAC261700K71",8916,9,83,10,339.4178585
1,"LEONOR","CASTILLO","CUAUHTLA",1,"MAHD062628HDFAAG16","E7","AAV772622QY3",8011,6,87,10,1629.167965
1,"SANDRA","CHAN","LOERA",1,"JISJ032618HMCMLA13","E7","ALR221220MF0",8011,8,30,10,1877.071555
1,"OBED","RENEDO","TOBIAS",1,"FIVF602610HDFGLL18","E4","DDI072312R70",8314,4,83,10,1394.152712
1,"GUILLERMO","HERNANDEZ","VILLARREAL",2,NA,"E2","CTO670207JM9",6219,9,80,10,561.3262088
1,"GUILLERMO","CASTILLO","LOPEZ",1,"LIHR732716HDFUAN12","E10","IBI260161GD3",8310,9,92,10,1515.967375
1,"ARMANDO","EZ","ARELLANO",1,"CAVL662714MDFSLA11","E9","DFO0000206Q6",3012,8,83,10,384.6900359
1,"ALBERTO","VENEGAS","RAMIREZ",1,"SAAA702217HGANYL10","E3","DCO261028JU2",6212,6,80,10,1587.590294
1,"VICTOR","VAZQUEZ","LLANDEZ",1,"GOLG662023HDFNUN11","E6","SRC221761LC2",8310,8,76,10,1408.325995
1,"ALEJANDRO","ENCISO","MORENO",1,"AOFL702616MMCJLA13","E4","IIC762429BG6",4101,6,88,10,1725.132565
1,"CARLOS","ALFONSO","ALONSO",2,"HRAJ702616HHGABN16","E5","ADG0002038TA",3010,8,30,10,2181.634932
1,"MITZI","OLMEDO","CAMACHO",1,"GABJ060222HDFACS11","E8","HMI762026KG0",7411,9,90,10,1093.26617
1,"JUSTO","SAAVEDRA","DOMINGUEZ",2,"COGA672300HDFYTL10","E12","PAO231727F61",9314,3,30,10,526.658497
1,"SABRINA","RAMIREZ","RAMIREZ",1,"AOAL721603HDFSVS10","E3","SMR020226KH6",8310,6,60,10,1992.161211
1,"ANTONIO","PEREZ","IBARRA",1,"GOBB722021HPLNAA17","E9","JMO002013AW7",8710,8,83,10,1680.526232
1,"LISSETE","BARCENAS","VELAZQUEZ",1,"AAMB760226MCHMAL17","E6","BDS062320CC6",8310,8,68,10,1234.374284
1,"YANELI","GOMEZ","IGA",2,"AIPN002610MDFVXM13","E8","CFR672003Q01",2910,8,41,10,1477.302942
1,"JOCELIN","SAMANIEGO","ROMERO",1,"MOAM721203MDFAMA10","E4","PSC762200AD1",2312,8,76,10,1524.824531
1,"YAZMIN","PEREZ","ITURBIDE",2,"QULG060200HDFNNS17","E8","MLM02166122A",3012,8,0,10,644.7560464
1,"ESAU","GARCIA","ESCUDERO",1,"OUVJ721621MSAULU16","E10","RDI211616GI2",4116,8,93,10,654.4178951
1,"CESAR","GIL","SANCHEZ",2,"SRMM201007MVUVNAA0","E3","SRU0626137J2",2118,8,83,10,104.992219
1,"ALONSO","CASTILLO","RUIZ",1,"LRFM772016HMCLLA19","E8","MIN702626CFA",8310,8,30,10,2075.901824
1,"PILAR","CARBAJAL","SANTIAGO",2,"AULC720220HCMUPA10","E9","MRVP7202222F6",8310,3,89,10,466.3931492
1,"ALFONSO","VILLEDA","GUTIERREZ",1,"HRBC662220HDFASA11","E7","ACL0626107W6",6012,8,94,10,1060.940314
1,"ESPERANZA","PEREZ","SAMANO",2,"LOLR072009HSLPMD18","E9","NSR060203QT6",8611,8,83,10,1419.757986
1,"BEATRIZ","ALFARO","ESCALONA",1,"MAGA700226HMCAAN18","E9","LAS000222LVA",8310,8,62,10,771.6459809
1,"ANDRES","MORENO","PALACIOS",2,"LOBA720006MDFPTA20","E11","LAC000206CFA",8314,3,80,10,1113.658302
1,"TATIANA","HERNANDEZ","MENDEZ",2,"SAMD762300HDFNLN14","E3","AIN062604IA2",8310,4,30,10,1032.273936
1,"ERIKA","CAMPERO","IGA",2,"AOGS720016MMCSTN10","E8","IAS702623LR9",6814,8,66,10,1283.588045
1,"MANUEL","QUINTANA","CRUZ",2,"OICA211722MVULHLA6","E4","GFL021620BK1",8710,3,60,10,1770.039705
1,"ADRIANA","MARTINEZ","VERA",2,"AONY772609MDFDXS10","E7","SDA070207TD3",6606,8,83,10,1662.266478
1,"ISMAEL","ORTEGA","SANDOVAL",1,"SOSL080008HMCLLS26","E5","ITA662007490",8810,8,66,10,834.1628403
1,"ANDREA","SOLIS","HERNANDEZ",2,"BRAL060003MDFADU28","E5","ADC072706VR9",8916,8,83,10,1532.085125
1,"FLORENCIO","SALAS","ESTRADA",1,"JIPG660207HDFMAA17","E8","CLI0326167K0",6210,8,83,10,666.0715573
1,"ISRAEL","SALVADOR","JIMENEZ",2,"AOCX722010MDFCAM19","E9","MLS221323LM2",6014,8,62,10,2081.026364
1,"YOSELIN","NI","BECERRA",2,"MAAH762017HMCAUC13","E4","SRG7026196X6",8310,3,83,10,2025.088277
1,"HORACIO","HERNANDEZ","ESCUDERO",1,"VRSS002320MGTLLN16","E6","CMA022008PNA",8011,7,67,10,1037.706247
1,"JONATHAN","ESCOBAR","VAZQUEZ",1,"CUPS760209MMCASS14","E11","SSM211613766",8916,8,76,10,293.0793188
1,"RICARDO","MORENO","CASTILLEJOS",2,"GOMM632612HDFNAA11","E8","CFR672003QI1",6216,7,83,10,784.2132297
1,"ABIGAIL","ZAVALA","HERNANDEZ",1,"SAPA621017MSLNAL10","E5","MGC7222260G7",3210,7,67,10,1892.246236
1,"TRINIDAD","FERREIRO","ROMERO",2,"CUAC211202HDFAMAA1","E5","FSI772910ML6",8310,4,80,10,843.2576842
1,"BLANCA","CRUZ","ANTONIO",2,"AOAL070218MTSCDL13","E3","RG&021226IT2",6200,6,67,10,291.8976991
1,"SANDRA","CAZAREZ","MARTINEZ",1,"MOPF722313HDFNAA10","E4","CSA070216QU6",8310,4,83,10,1409.480687
1,"LUIS","DIAZ","ROLDAN",2,"VAJA660022HDFUVB16","E4","MSB062722VD6",6713,8,83,10,1362.929615
1,"FERNANDA","MENDIA","CAMACHO",1,"JAAB720016MSAASL16","E9","SFA221627AJ1",4116,6,30,10,1839.062489
1,"ESTHER","PEREZ","HERNANDEZ",2,"CUJA062716HVUAMC13","E3","BNM032606VB0",8411,3,83,10,814.6194989
1,"RICARDO","MIRANDA","SALAZAR",1,"FOGA762026MMCLLN11","E8","TMR732200TA0",2910,6,93,10,2174.670524
1,"ANTONIO","TORRES","SANTIAGO",1,"VAMV722929MMCUAA12","E6","GLA032626070",8011,7,83,10,841.2349814
1,"PAOLA","HERNANDEZ","GARCIA",1,"ARCM722019HDFAAA16","E4","NAMI721307FY6",8310,9,87,10,2179.889346
1,"THALIA","LAZOS","AVILA",1,"MRGI082813HMCJLS12","E6","GMR062601FQ0",8011,8,83,10,1975.670403
1,"FREDI","ESCALANTE","SALDA",2,"GAVJ700222MMCAUU11","E10","BCI000027LC1",8916,8,83,10,246.0144484
1,"AMAIRANY","DIAZ","FURLONG",2,"AOLR211710HDFLPDA6","E3","TTB231706CY9",8310,8,83,10,2042.285856
1,"CHRISTOPHER","REYES","VELAZQUEZ",1,"HRHA762710HVUAAY12","E11","COL7326106B3",8310,8,83,10,633.5084208
1,"JACQUELINE","PEREZ","RODRIGUEZ",2,"IALD080223MTSBGN16","E8","ISI261617US4",8310,3,83,10,208.4252814
1,"JONATHAN","CASTRO","DIAZ",1,"AABR662316HDFNLN16","E4","AGA702760SN6",6219,8,62,10,1972.79435
1,"MANUEL","JIMENEZ","CASTRO",1,"GAMC762302HDFANA10","E6","HVD000020SA7",2014,8,83,10,1400.904171
1,"ISMAEL","MORENO","VILLEGAS",2,"SOSP082608HDFLND16","E5","AIGA772910KW6",8310,8,83,10,2035.16711
1,"YAEL","DELGADO","PINA",1,"ARPM070206HDFYCA11","E7","SRS021600T67",8613,4,90,10,328.9480406
1,"ISRAEL","CASTRO","NARVAEZ",1,"GUAA732606HDFUVA11","E6","BSR062017AP8",6310,8,93,10,1767.536088
1,"VIRIDIANA","CABRERA","ZAVALA",1,"GULV762206HDFTNC12","E11","SPA0720120RA",6914,8,80,10,922.9225907
1,"GABRIEL","ALBA","REYES",1,"HRAD021806HPLAYG16","E7","PIN702608681",9314,8,76,10,470.5678355
1,"SOLEDAD","DIAZ","ELIAS",1,"JUHB732016HDFAAN16","E2","CTB070226263",8310,8,60,10,1891.720256
1,"CRISTIAN","MARTINEZ","LOPEZ",2,"HRSA002702HOCALL12","E4","CMA021206M03",7616,9,80,10,2000.315296
1,"EDGAR","ORTIZ","CAMACHO",2,"BRQC762310MSALXA18","E7","POBJ772621VA0",8310,4,48,10,1098.039381
1,"SUGEYLI","PEREZ","ESCARCEGA",1,"GUAM762610HVUTMX16","E5","VAGC760026302",8310,8,89,10,178.8996846
1,"ITURIEL","AGUIRRE","ARMAS",2,"COAA772202HDFAML13","E3","SPN030002B02",3010,8,89,10,1662.612584
1,"ALBERTO","OLMOS","RAMIREZ",2,"SASI722629HMCNNS11","E5","RLS082612QA6",8310,9,87,10,966.1443902
1,"VERONICA","MEJIA","AZUA",2,"HRGC060240HDFAUA20","E8","PAO271206U34",8710,8,83,10,311.5902139
1,"JONATHAN","VILLAVELAZQUEZ","RAMIREZ",2,"SAVM762607MVUNLA16","E3","IMS320260I36",8310,9,62,10,144.3279467
1,"VIRGINIA","HUESCA","NAVARRO",1,"JUGI700020HDFALS26","E5","PCO072000MA7",9212,8,83,10,1481.714994
1,"JOHAN","FLORES","SALMERON",2,"CUOL732200HHGAAN17","E5","IPS0217166H3",6416,4,93,10,2065.128522
1,"ADRIANA","BARRON","CANTORAN",1,"HRBM732007HDFADA16","E4","IMS320260I36",9314,3,80,10,1905.948586
1,"LUIS","CAMPOS","HERNANDEZ",2,"AAFR730006HDFMNA26","E7","JAPR6022013R6",7616,8,83,10,1998.834021
1,"CARLOS","MENDOZA","TELLEZ",1,"SRPN762700HDFAAX17","E7","GIP271600V68",7616,6,62,10,663.7600472
1,"LYDIA","CAMACHO","MORENO",1,"PAHS072908MOCCAF16","E7","SAW7028106A6",8310,4,83,10,1279.933027
1,"ANIBAL","RIOS","ALVARADO",1,"MRAF062803HSLNDA16","E5","IND062610QI1",6616,7,76,10,2182.270646
1,"MARGARITA","CORREA","TORRES",2,"AACH730227HDFMSG20","E8","MAN7026007G6",8310,6,63,10,1664.525064
1,"LEON","OVIEDO","MONROY",1,"MAMP072801MMCAAL18","E6","CAM360222CM1",9312,4,2,10,1075.228793
1,"RAFAEL","GARCIA","SANTIAGO",1,"RUGX721626HDFSLC16","E8","UIM062606GI3",8310,1,69,10,515.981757
1,"RICARDO","GONZALEZ","MORALES",1,"HRMA702006HOCAAL13","E10","TRS231720A30",7311,8,64,10,1001.376961
1,"ABRAHAM","RODRIGUEZ","GARCIA",2,"AICF672941HDFANA16","E5","GCO072302KU3",6217,8,83,10,1377.115907
1,"ROSSANA","CORREA","ORNELAS",2,"MASJ672227HHGQBN16","E6","APS201728AT6",8917,8,76,10,1797.911473
1,"ADRIANA","OZ","BUENROSTRO",1,"LOSP760027MDFPNT26","E3","DDB070023UX6",3010,8,60,10,1359.94157
1,"SANTIAGO","REYES","URBAN",2,"AOVP672610MDFANT12","E8","GBA0626247N1",8710,8,60,10,2141.988116
1,"MAXIMO","SANCHEZ","GUTIERREZ",1,"CXCO060222MOCSSF16","E7","RMC620020ACA",8613,8,93,10,295.2338061
1,"ALEJANDRA","OCAMPO","PEREZ",2,"BRGR702926HDFTLD12","E10","TRL2612100F8",8310,6,83,10,2165.652842
1,"LILIA","CRUZ","TREJO",2,"AALR702706HMCANA19","E8","CTR0722069L6",8310,6,83,10,438.5212287
1,"GABRIELA","HERNANDEZ","BLANCO",1,"HUAI760220HDFAMS13","E4","CNS271306IX3",6600,8,89,10,1851.044769
1,"JAIME","ZANABIA","MONTA",1,NA,"E9","GRA000020BS1",4103,8,30,10,136.1324118
1,"EDUARDO","ARREDONDO","MARTINEZ",1,"AOAL062826HDFJMS17","E6","PAO062040JT6",6700,8,66,10,1014.680307
1,"DANIEL","LEON","HURTADO",1,"FRAF060228MDFAMA16","E5","SSR0602066K6",4912,3,66,10,1413.79865
1,"ENRIQUE","SEGURA","HERNANDEZ",1,"HRCU201627MDFAHAA6","E4","MMO762414360",6014,4,80,10,1944.579424
1,"VERONICA","BARRAZA","OCA",2,"SABG732709HTSLLN13","E4","MIN260001D22",8613,9,21,10,1750.357539
1,"MANUEL","PRESTEGUI","RAMIREZ",1,"ARAM062727MNLYDA18","E11","CNM702003PI2",4911,8,32,10,820.9743276
1,"MANRIQUE","GUERRA","GONZALEZ",1,"RIVM770260HMNLLG27","E7","MAMA002707LW0",8313,8,62,10,970.6643661
1,"MIGUEL","ALBA","TOLEDANO",1,"LOCJ721617HBCPAA16","E8","KIN7229176W6",3010,9,94,10,1211.511373
1,"ASAEL","RODRIGUEZ","HERNANDEZ",1,"AAMA732909MMNVAN10","E5","SRI072620QV8",6714,6,49,10,1102.010526
1,"FELIPE","PULIDO","TELLEZ",2,"HRLR770229HDFAND13","E8","SWI6202030J6",4601,6,63,10,123.8260764
1,"GERARDO","ROSAS","SANDOVAL",2,"CAAJ721600HDFSDA12","E3","CMG7926140I6",6414,8,86,10,536.6017984
1,"ALFREDO","JIMENEZ","HERNANDEZ",2,"AASR732027MDFMAV18","E5","VAMG3626026A7",8710,4,67,10,954.7924517
1,"LUCIA","SALINAS","HERMIDA",2,"BUMM722021HHGSDA10","E10","MIN0602277P0",8916,7,46,10,1709.521763
1,"ADRIAN","RAMOS","RODRIGUEZ",1,NA,"E8","SCS000226HF6",6014,4,92,10,865.7287245
1,"YOLANDA","HERNANDEZ","MALDONADO",2,NA,"E8","PMI062623MQ7",8310,8,90,10,670.7312565
1,"ROSALINDA","SANCHEZ","GARCIA",2,"HRHA602217HHGAAC16","E6","TSA060210PL6",8310,8,83,10,719.2476431
1,"JESICA","BALDERAS","TERAN",2,"LOFI062723HDFPAV11","E5","ARAL660206HT7",2116,4,83,10,1348.634016
1,"GUADALUPE","CRUZ","MORALES",1,"PIMA702202HMCNAL12","E5","UUA0723002H1",6310,7,90,10,1147.48472
1,"CECILIA","FABILA","ALDRETE",1,"HUCA730020HNLTNC12","E10","SIO072612GL6",6010,7,60,10,1406.706957
1,"YADIRA","PABLO","CAMACHO",2,"MRAO762620HVUNYC11","E6","GPS0626108K6",8310,8,89,10,730.8664849
1,"ELFEGO","PEREZ","MEJIA",1,"AAVB732606MMCNLT10","E3","CAL630207BA2",6714,8,83,10,346.9650663
1,"RAYMUNDA","AZPEITIA","SANTANA",2,"SARF602626HMCNCL18","E6","CMR700228VR3",8310,8,83,10,941.7635185
1,"ARMANDO","PASCUAL","CISNEROS",2,"MAAA062716MDFAGA13","E5","IMM002861632",3012,8,30,10,321.531679
1,"LUIS","ORTIZ","SANCHEZ",2,"SOLI672202MOCLLA11","E5","AAI002726JX1",8310,8,80,10,901.5481864
1,"IGNACIA","RODRIGUEZ","ANDRADE",1,"LOAH762723HDFPMC16","E9","OIMA600216QN2",8310,8,86,10,1422.971504
1,"YOLANDA","GIL","ALFARO",1,"GOMF772601MSPNAA13","E6","AAT002326H22",9010,8,68,10,168.5512298
1,"MARISOL","GUERRERO","ISLAS",2,"AOMA060027HDFLAD26","E3","CFG2010002F6",7411,6,94,10,455.6093666
1,"FRANCISCA","PICAZO","LORENZO",2,"QUGG072716HOCAAA14","E6","CAA7002027C6",8710,6,67,10,1755.921827
1,"JAVIER","RIOS","ROMERO",1,"CUCV062716MDFALA17","E3","HTR0627137S1",8310,3,70,10,1589.982755
1,"ALEJANDRO","ORTEGA","HERNANDEZ",1,"GACX032716MMCANM16","E8","NAQG762726292",6218,9,83,10,2215.919371
1,"SERGIO","TREJO","RIVERA",2,"VRLA062604HDFLPG00","E6","VTO770223C79",7010,6,83,10,1906.175779
1,"PEDRO","BALDERRAMA","VILLA",1,"IAAM702723HDFNYL18","E11","ISI261617US4",7611,6,23,10,1322.598289
1,"JORGE","RUIZ","RONQUILLO",1,"VRHA762220HVULAB19","E4","GAC760221BN2",8310,7,67,10,798.6489415
1,"EDUARDO","SANTANA","MARTINEZ",2,"OACC760206HCSATA27","E10","HGO0702010X6",6616,6,83,10,1999.012953
1,"MIGUEL","ARECHIGA","LOPEZ",1,"CAPA082206MDFLAN11","E4","PAB062607NA1",7612,9,30,10,1902.33265
1,"MANUEL","BARRIOS","CORTINA",1,"MAGM062320HDFNNA11","E9","UTM7622020J2",8411,8,69,10,1023.044446
1,"JUAN","MARTINEZ","BALVANEDA",1,"OAMP662610HOCBLD10","E10","OPU060222TA0",3012,4,76,10,233.5383163
1,"CLAUDIA","MALDONADO","SOLANO",1,"SIAJ030227HDFLAS19","E3","DIM231616JF3",8310,8,30,10,2179.443175
1,"ALEJANDRA","SALAZAR","SANCHEZ",2,"CARR732760MDFDSS10","E4","OAM062327HN3",9314,8,61,10,1120.945842
1,"ALEJANDRO","LA","ALVAREZ",1,"LIGJ072808MDFMNN13","E9","APA200210SC6",3012,6,61,10,539.4125872
1,"MARIA","RAMIREZ","LOPEZ",1,"MACC032317HMCAAA16","E8","CSX221610GQ1",8310,8,20,10,1680.725733
1,"ANTONIO","CRUZ","MARTINEZ",1,"AANL762008HDFMVS13","E5","APS022610KY6",8011,9,83,10,2197.969296
1,"ALDO","ROSAS","VILCHIS",2,"BACM070226HDFAAA19","E4","GBS772326069",6310,6,69,10,1127.992813
1,"ESTEBAN","SALAZAR","GARCIA",2,"HRAI721613HMCAGV17","E10","SDR732606RA6",9212,6,83,10,775.4543823
1,"MICAELA","PALOMEC","LARA",1,"LOGJ032606HBCPTV12","E4","BNC0627600M3",9010,6,83,10,1897.33128
1,"ARMANDO","CRUZ","BAZAN",2,"MRGB772713HDFNYN11","E10","CMA762021A67",8310,8,62,10,2137.431539
1,"ANGELINA","JIMENEZ","ORTIZ",2,"CARL722022HDFSSA11","E6","BNM032606VB0",6714,4,83,10,1270.088864
1,"ELENA","VARA","CRUZ",2,"SASP662710HDFLND06","E4","SRS030203N70",3010,6,83,10,227.5926117
1,"EDURNE","OZ","ROJAS",1,"PACA072608HMCLAL18","E4","AODG660217626",6210,6,67,10,1683.849876
1,"ARACELI","PEREZ","VALENCIA",1,"CAPP062826MMCSLT13","E9","BNM032606VB0",6310,6,32,10,722.7733722
1,"LAURA","JIMENEZ","CANSECO",1,"VIOS762700HMCLLL13","E8","CCS261623QW7",2118,6,82,10,1363.674811
1,"ENRIQUE","RAMIREZ","TELLEZ",1,"CITA720001HVUHBL10","E3","TMR2710203R6",8011,9,60,10,705.7627543
1,"LAURA","BUSTAMANTE","HERNANDEZ",1,"GASG722612HDFAGA10","E7","SPA7600097Q0",8011,8,83,10,166.9285563
1,"EDUARDO","VIVEROS","CARRASCO",1,"AOVJ722606MSPDLS03","E4","SCC022617MD2",8310,6,94,10,1442.630407
1,"JESUS","PEREZ","VIVEROS",1,"GOTA020220MDFMVA17","E2","SIP260000BH0",8310,8,83,10,1695.415279
1,"JAVIER","FOMPEROSA","FIGUEROA",1,"AOLG072627MDFDPA13","E4","CCA0620204W7",3010,3,69,10,1891.252611
1,"LUIS","MIJANGOS","VEGA",2,"AAGC062728MQTMAS13","E5","BNM032606VB0",6014,8,93,10,1188.784271
1,"CHRISTIAN","GARCIA","MARTINEZ",1,"SAAD762013HDFNVG17","E4","SCH002861BI6",7616,7,21,10,1754.024509
1,"ANTONIO","GODINEZ","CRUZ",1,"AACL762016MDFMMT13","E4","BSA702221973",9010,7,92,10,1460.833489
1,"ANTONIO","LA","MATA",2,"AAAA721617HVUPMF10","E10","GMA032712HLA",6310,4,83,10,1369.363273
1,"ALEJANDRO","LUGO","LOPEZ",2,"GABJ762610MDFACS16","E4","RLS062217L69",8011,4,90,10,1136.557465
1,"ALBERTO","GONZALEZ","HUERTA",2,"QUBH621607HDFASA16","E4","SCI201716MAA",8310,6,69,10,1799.443604
1,"NOEMI","CRUZ","ARELLANO",1,"MAMV022616HDFLJC10","E5","GAM7726209R3",8211,8,83,10,1546.97822
1,"MARIA","VEGA",NA,2,"NUVR721206HPLXLD16","E4","TMR032606KT6",3214,3,42,10,512.1904488
1,"TANIA","RIOS","HIPOLITO",2,"IAVG662013HDFBLA10","E6","UPS032726AD3",8310,7,80,10,586.1500713
1,"BRAULIO","LA","VELASCO",2,"MAAP732613HDFAYB16","E6","MFA072701AM6",8310,7,27,10,1037.039141
1,"ALEJANDRA","MENDOZA","PEREZ",2,"CUAC762723MMCALA10","E8","DMM211223IF1",7010,6,66,10,2143.249403
1,"SALVADOR","BENITEZ","ACEVEDO",1,"SASS600260HGANNL02","E4","MIN702626CFA",8310,6,83,10,287.6641319
1,"FERNANDA","LA","RODRIGUEZ",1,"ARAR210213MDFLGLA6","E8","CVI7216007D7",3012,8,41,10,1585.636598
